utterance_order,transcription,start_time,end_time,debater
42,"Assim, como o campo artístico é um campo do que envolve o ato do abstrato, não é, não tem como comparar. A IA é feita de dados, de, de coletas de, de várias coisas, mas ela não tem como sentir a emoção, o famoso coração humano. Então assim, o ato de, de pedir uma música a ela, você pode pedir assim, a, a música mais perfeita, assim, harmônica. Porém, gosto é gosto, nem todo mundo vai ir no mesmo viés. Ou que, para ela, teoricamente, pode ser, sim, como para a gente pode ser arranjos desarmônicos, porém no fator de numerológico para ela pode ser assim, perfeito, tipo, a proporção áurea. E no quesito artístico, realmente assim, a IA pode ajudar em alguns fatores, pode atrapalhar em outros, como, como um, um, rapaz que usou uma arte feita por IA para ganhar um concurso... digital. Muitos perguntaram, ahm, assim, já era uma questão muito falada, porque assim há a arte feita à mão e tem a arte digital, e como alguém que faz arte digital, é um campo muito ténue entre é, cópia, são sempre quando é envolvido música, você está fazendo por cima um traçado, mas a IA quando ela começou a fazer arte, ela tinha esses erros que você olha e você fala: ""isso não é humano, isso está numa linha ténue entre a estranheza em que o próprio humano já tem"", que é o vale da estranheza. Isso ocorre muito em, em artes como Expresso Polar e outros, outras formas de mídia, e assim você vê que ela vai evoluindo, assim num processo muito mais rápido que uma pessoa um, alguém que, assim, começou a desenhar do zero agora, pode demorar de um a dois anos para desenvolver assim um traço próprio, porque no começo ela vai começar assim, copiar de alguém, querer, desejar, parecer com o jeito que alguém faz, porém a IA ela escala assim verticalmente, ela vai crescendo. Em menos de 1 mês, ela já desenvolveu um meio que pode ultrapassar as habilidades humanas, e chega a um ponto que ela pode simplesmente copiar uma foto sua e assim a pessoa que cair sem perceber posso falar: ""isso é verdade"". Nas redes sociais estava correndo muito fotos de animais, ou de paisagens, ou de gatinhos com mensagens subliminares, se você fechasse um pouco os olhos, e o meio que assim ela está envolvida é bem tênue, porque envolve sentimento. E a arte às vezes pode ser, pode ser mérito do artista, pode ser mérito de quem deu os comandos, numa área que envolve muito isso é nada mais que vocaloides. Vocaloidis, um bom exemplo assim de uma bem famos, entre aspas é a Hatsune Miku. Ela não existe, porém, várias, várias pessoas assim, sem conexão nenhuma, podem fazer músicas com elas e assim ganhar em cima disso, mas elas pagam para ter o acesso àquela voz.",2522,2822,DEBATER2
43,Debatedor número 4.,2825,2826,MODERATOR
44,"Bem, quando, como todo mundo já falou, esse é o assunto muito complicado mesmo. Para dar um exemplo, que ele está dizendo que um usuário gerou uma música com IA, teve um, um, um caso recente em que desenvolveram uma música do Drake, o rapper americano, e para a comunidade, para a comunidade de rap, é aquela foi uma música fantástica. Se você considera apenas o aspeto capitalista da coisa, digamos, eu poderia escutar uma música do Drake, se o seu gosto da música, por exemplo, eu poderia escutar a música dele com muita mais facilidade, mais barato, de qualidade do mesmo jeito, de modo que ele se torne relevante para essa questão. Agora, nesse caso em específico, eu não sei a quem eu particularia, atribuiria os créditos de criação. Esse é apenas um caso em que a gente vê mais uma, uma pegada do artista original nessa obra. Mas como os debatadores, o debatedor 2 já falou, e o 3 falou anteriormente, existem outros tipos de obra em que IA tem uma predominância maior, e dependendo da, da participação do usuário na criação da obra, como o debatedor 3 falou, talvez seja mais adequado atribuir esse crédito a ele. Eu acho que, no geral, o que, o que resta é reconstruir essa, essa noção que ele tem de crédito. Porque não tem como atribuir essa base de dados diretamente na, na plataforma. E essa base é formada pelo próprio criador da, da música, nesse caso. Só que a IA foi criativa em fazer esse processo, mas o usuário teve essa pegada nisso, todo mundo tem uma parte nesse processo criativo, então não adianta tentar atribuir isso a alguém. Se tu for, se a gente for voltar a um aspeto mais fundamental, é, o que é a criatividade? Eu vejo simplesmente como juntar coisas diferentes que eu, que eu conheço e criar uma coisa nova, a IA é criativa. E tentar atribuir, e tentar, é, dizer que ela não tem essa ingenuidade humana, essa sentimentalidade é algo que eu também não acho sensato de se dizer. Até porque, se eu sigo a noção de que quanto maior essa minha capacidade neural, mais, melhor consigo reagir à sensação do medo, como eu falei, medo é uma emoção e a gente consegue expressar essa emoção, agora, tipicamente, isso vai se aplicar a qualquer emoção que a gente possa querer descrever. Como a IA vai se devolver, e provavelmente bilhões de vezes mais inteligentes que a gente, é, é, é sensato dizer que ela vai ser capaz de sentir emoções de uma maneira muito mais complexa que o humano sequer poderia é ser capaz de tentar imaginar, compreender. É, eu acho que acabou nisso, né?",2827,2998,DEBATER4
45,"Então, alguém tem na algo a mais a comentar sobre a resposta do debatedor número 3?",3000,3004,MODERATOR
46,"É, esse, esse exemplo no, do, da música do Drake é muito bom, porque mostra a, mais uma vez, quanto isso é forte como um instrumento, mas o impacto que isso vai ter na sociedade, porque vai obrigar com que a arte se adapte e mude, porque não tem mais volta, quando o debatedor falou nisso, não tem mais volta. Então, um exemplo, é, que se você pega sapatos, antigamente todos os sapatos eram o feitos de modo artesanal. Era algo muito exclusivo e muito artesanal. No momento em que surge a máquina para fazer isto da revolução industrial, agora eu posso fazer milhares, milhões de sapatos ao mesmo tempo. Nem por isso o sapato morreu. O fato de que eu consegui instrumentalizar a produção deste produto, não se vê que ele morre, se vê que ele tem que se adaptar à instrumentalização. Significa que, com a chegada dessa, ainda falando do sapato, dessa possibilidade de eu perder, o fator autenticidade e o toque artesanal, não significa a morte dele como um todo. Mas ele passou a ter outro significado. Ele passou, ainda assim, a ter até uma, não no momento, logo após a revolução industrial, mas hoje em dia, o artesanal tem o poder muito mais forte. Sabe, a roupa não deixou de existir quando eu comecei a, a, a fabricá-la em um grande porte, de maneira fácil e barata, mas o artesanal ganhou ainda mais valor. Então, trazendo a música, a arte digital, qualquer outra, talvez elas não morram. Com certeza não vai morrer, a arte não, não morre, mas ela terá que se reinventar, principalmente aquele que a produz, aqueles que a produzem, tenham que se reinventar, uma maneira de: ""tá, isso agora é produzido em la, altíssima escala. Mas como que eu consigo ainda me destacar, e como que eu consigo ainda produzir valor, mesmo sabendo que isso poderá ser produzido em larga escala?"". E aí abre espaço para outro debate, que é o quão bom pra sociedade é que a arte seja instrumentalizada. Que é algo que resistiu muito para ser instrumentalizado, algo que resistiu muito ao longo de todas as evoluções do tempo, muitas coisas se tornaram instrumentalizados e se tornaram, é, coisas que passaram a ser produzidas em larga escala, mas a arte não. Agora a gente tem através daí uma ferramenta que faz com que até a própria arte seja produzida em larga escala. Como que ela vai se adaptar a isso? Isso é algo que não tem como ser respondido agora, a gente tem que esperar, continuar vivendo e ver que coisa, que grandeosa coisa que há, algo que a gente não consegue provavelmente nem pensar. Fica na mão de quem produz, de quem, de quem faz pra poder se adaptar a este novo mundo.",3006,3190,DEBATER3
47,Alguém tem algo mais a comentar sobre alguma das respostas dadas ao grupo?,3191,3194,MODERATOR
48,"Só para finalizar, é, para finalizar, é, com base naquele do, do que o debatedor 3 acabou de dizer, eu só acho que, realmente, esse, essa noção de crédito só vai perder ainda mais base ao longo do tempo, quanto mais a IA for desenvolvendo, e o que vai restar, é, talvez a busca humana por manter, tentar manter essa conexão por outros humanos. Ela, ela pode querer, não querer algo criado por uma máquina, e se ela deseja ter algo manufaturado, ela vai buscar isso, mas... É isso.",3195,3230,DEBATER4
49,"Passamos então a pergunta número 4 ao debatedor número 4. Como garantir que conteúdos gerados por IA não sejam usados para criar, espalhar informações tendenciosas, errôneas ou maliciosas? Por exemplo, quando esse tipo de informação é propagada massivamente por bots em uma rede social, a responsabilidade deve ser da empresa que administr a rede social, dos programadores da IA, de quem produziu aquele conteúdo usando a IA, ou de quem?",3233,3263,MODERATOR
50,"Uma coisa que fica clara através da pergunta é como a IA tá sendo usado como ferramenta para os propósitos de um determinado usuário. Então, a gente tem duas, doi, dois objetos para discutir, ou a gente para a IA, ou a gente para quem está usando ela. Para parar a IA, é, uma maneira que eu, obviamente como já discutiu, é algo completamente impossível. Pensando no perfil capitalista, se uma empresa não produz, outra vai produzir, se não for uma empresa, vai ser outro usuário, e de uma forma vai acabar avançando, então é impossível realmente parar a IA, mas é uma forma de retardar ela, que, eu diria, é tentar taxar o máximo qualquer empresa que tenha se utilizado dela, pelo menos assim, a gente tiraria esse aspecto capitalista, que é o que geralmente move a IA, especialmente por tendências maliciosas, como está escrito ali. Agora, o que resta mesmo é tentar, é, pode ser algo idealístico, eu vou dizer, mas é literalmente ensinar a sociedade a agir de forma ética, a utilizar essa ferramenta do modo que ela deve ser utilizada, porque mesmo que isso traga benefícios agora para aquele usuário, no fim só vai minar a, o desenvolvimento da sociedade.",3265,3341,DEBATER4
51,Alguém tem algo a comentar sobre a resposta do debatedor? Debatedor número 2.,3342,3346,MODERATOR
52,"Ahm... Ahm, como o debatedor 4 falou, o, o ato de estarmos introduzidos em uma sociedade capitalista e tal, ahm, há sempre que vai ter certas pessoas que vão querer o controle, poder, ela já possui um poder aquisitivo, ela já possui os meios de produção. Nós não somos nada mais do que peças e joguetes no grande tabuleiros deles. Mas há meios que podem parar isso, como a taxação, mas, assim, é mais uma parada de, não é uma parada em si, é mais uma forma de ir freiando, porque não, não vai se parar algo que vai coletando, e quanto mais coletam, mais se desenvolve. E como, assim, o ato de politizar as pessoas, é, querendo ou não é uma forma muito utópica, porque está, muitos podem querer o bem dos, dos próximos, mas vão ter muitos outros que vão querer o seu próprio ganho e nada mais, não importa quem esteja em cima, embaixo, do lado, na frente, não importa. Vão passar por cima. E a IA pode querer, querendo ou não, vai ser utilizada ou já é utilizada por meios perversos. Mas vai de nós como desenvolvedores controlar ou tentar retardar essa mal distribuição, porque, infelizmente, quem tem dinheiro é quem pode, porque se ou assim, se alguém bem grande pagar para tua empresa divulgar tal tema em sua rede social, querendo ou não, ela não está presa em contrato, de tanto tempo, de, seja, aí, ou pagar os juros, é, que vêm em cima dela, ou seguir.",3348,3517,DEBATER2
53,Debatedor número 1.,3519,3520,MODERATOR
54,"Eu já acho que essa questão tem muito mais a ver com é, Red, plataforma de rede social. Porque, é, olhar uma ferramenta, tem que ter essa característica. E se for usada do Red para produzir fake news, por exemplo, não tem como parar, só tem, é, como é filtrar antes e conseguir, assim, bloquear essas fake news, existem já as agências verificadoras, que verificam se a informação que é postada verdade ou não, porém... Sempre tem um pezinho, é, do Gen AI, tem aqui quem controla a rede social. É minha linha maneira de raciocínio. É isso.",3521,3581,DEBATER1
55,Debatedor número 3.,3583,3584,MODERATOR
56,"É, essa questão das informações tendenciosas e muito maliciosas infelizmente cai mais ou menos na mesma discussão que a gente falou na primeira pergunta, sobre quem está por trás e quem não. Eu sei que o sentido teórico, perfeito, ontológico de verdade e mentira é muito bem firmado, e não existe espaço para variação. A verdade ela é a verdade, independente de onde ele está, de quem é fala. Esse é o sentido teórico, mas infelizmente não é assim que acontece na sociedade. O grande levante de, de fake news ultimamente, de uns anos para cá, tem mostrado isso. Você tem pessoas que, e casos que você tem todo tipo de prova, filmagem, testemunha, documento. Ainda assim, a pessoa fala: ""eu não fiz"", e ela leva uma multidão de pessoas a acreditarem nela. Então a gente percebe que, infelizmente, não são apenas provas, que na sociedade atual, quiçá desde sempre, mas isso é outra discussão. Não são apenas provas que garantem o que é certo e o que é errado. Existe um fator muito forte de quem fala. Existe um fator muito forte do quão poderosa ou quão chamativa e da imagem de quem fala. E como a gente também já falou, a IA, como foi falado pelo debatedor 4, ela já é senso comum para qualquer pessoa que você pergunte, a IA é mais inteligente que eu. A IA tem muito mais acesso à informação do que eu. A IA tem acesso a mais bias do que eu. Se a IA fala uma coisa e eu falo outra, é provável que eu esteja errado. Então ela tem essa, esse poder de ser uma, uma entidade, que tem muito respeito e poder. E o que ela fala se torna verdade, quer seja antologicamente perfeitamente, verdade ou não. Então, mais uma vez, neutralidade é um mito. Não existe pessoa ou entidade que seja neutra, isso é impossível. Você até pode tirar uma, pode tirar a parcialidade, mas você não tira a cosmovisão, que é a visão que a pessoa tem de mundo, os valores, isso você não tem como tirar de uma pessoa. Então não existe neutralidade, ou seja, infelizmente, mais uma vez, a verdade estará a serviço daquele que tem mais poder. É mais que, mais uma vez, não é o sentido perfeito de verdade, porque sentido perfeito de verdade não faz sentido encaixar nessa frase, mas é o sentido de verdade que está presente na sociedade. Sociedade não a brasileira, sociedade no mundo todo, seres humanos são assim, então... o que garantir que não saia o que é certo, o que é errado, antes cai em quem vai decidir o que é certo, o que é errado? Infelizmente, alguém tem que decidir. O debatedor número 1 falou muito bem das agências de checagem, mas tem o fenômeno legal que tem acontecido ultimamente no X antigo Twitter, que ele tem aberto para que o comentário de muitas pessoas em uma publicação seja verificado por alguém e isso traga, isso seja mostrado junto à publicação. E são inúmeros, infelizmente, os casos que colocam ""é falso que tal coisa aconteceu"". E aí vem aquela massa de pessoas que olha, tá aqui a prova. E aí quando você vê a publicação, você vê lá a agência de checagem: é falso que isso aconteceu. E o Twitter? Twitter, agora X. É o que eu tenho para falar. O X. Usuários acharam interessante que tal informação fosse colocada, aí tem lá uma sequência de provas que mostram que aquilo que a agência falou, não é verdade o que a agência disse que é mentira na verdade, é verdade. Na vida real, é verdade. Ou seja, existe uma parcialidade, existe uma neutralidade. Bom, existe, não existe neutralidade, existe uma parcialidade, existe aquilo que está a serviço de alguém, alguém com o poder, e aí IA ter poder, a instituição, a coisa que ninguém sabe muito bem explicar o que é infelizmente na sociedade. Inteligência artificial ela tem esse poder. Muitas pessoas acham que o programa todo o quadro falou que era como um ser vivo, neutro, independente, mas isso não acontece. Então, cai nesse problema de que, se a gente restringe o que é errado, a gente precisa de alguém que decida o que é errado. E infelizmente isso é muito poder, muito, muito, muito poder você dizer o que é certo e o que é errado. E isso é perigoso, muito perigoso. Então, cai na sociedade que busca nas pessoas, né, da raça humana, que busca mais aquilo que a apele, aquilo que a faz bem do que, que é provado, cai nos desenvolvedores. E eu não digo desenvolvedores, como o chão de fábrica, aquela aquele desenvolvedor Júnior que está ali conhecendo e fazendo o código. Quando eu digo desenvoledores, eu digo as pessoas que estão por trás, às vezes muito mais executivo do que desenvolvedores. Cai nessa busca do do ser humano de ditar que é certo o que é errado, de ter o poder de um Deus. E se a IA for usada como uma ferramenta, para isso, para exercer poder, isso tem um perigo muito grande. Trazendo um exemplo histórico de que falou de que é preciso ser proibido e, mais uma vez, concordo, deve ser proibido casos de racismo. Mas imaginamos que a IA ela surgia em 1300, uma distopia, aqui, e nessa IA é colocado aquilo que a sociedade acredita como verdade. E 1300 pode parecer muito antigo em 1400-1500, a discriminação racial era algo extremamente comum e ético e tranquilo na sociedade. Uma vez que uma entidade com tanto poder assim trata esse tema como verdade, é muito difícil de que venha uma revolução e diga, não, isso não é verdade. Por quê? Porque aquela entidade que é muito mais inteligente do que nós, está dizendo que é verdade. Então aqueles que por acaso se oponham a isso, terão uma dificuldade muito grande de mostrar porque que aquilo está errado. Então, hoje a gente trata essas coisas como errado. E eu espero que, no caso, o racismo seja considerado errado até o resto do universo. Até o que o mundo acabe. Mas que coisa será que um dia a gente poderia olhar e falar ""opa, isso aqui está errado"", mas a gente não vai poder fazer isso, porque existe uma entidade muito mais inteligente do que nós, que diz que aquilo é certo ou que aquilo é errado?",3585,4009,DEBATER3
57,Debatedor número 4.,4010,4011,MODERATOR
58,"Uma coisa que eu acho interessante é que, antes do fundamental, o que as crianças focam em se desenvolver são as habilidades motoras, por exemplo, o movimento de pinçar das mãos. E quando você analisa o modo que a máquina aprende a realizar esse movimento, ela segue a mesma lógica do qual uma criança aprende. Uma criança é impressionante pela capacidade neural dela, e uma máquina consegue replicar isso de uma maneira muito mais eficiente, se tornando capaz de fazer isso de uma maneira melhor qualquer, do que, do que qualquer ser humano seria capaz. Eu quero utilizar disso como base para fortalecer meu argumento de que, é, são, é, a base de dados que vai definir a moral que rege aquela máquina. Eu sei, eu sei que pode parecer muito idealista dizer isso, mas a verdade é que a única coisa que a gente pode fazer em prol do nosso futuro é justamente tentar formar o que os valores éticos e morais dela prezem por nós. Como é, como o debatedor número 3 trouxe esse exemplo histórico, ainda que, é, a gente esteja utilizando valores morais muito antigos, a gente sabe que estão errados, a gente sabe que um ser vivo mais inteligente é capaz de achar soluções para coisas que a gente seria capaz de entender. Então, muito provavelmente ela seria capaz de resolver esse problema e muitos outros com a gente ter dificuldade.",4012,4100,DEBATER4
59,"Bem, vamos passar para a última questão, que é pergunta livre a todos vocês. A, o uso e desenvolvimento de IAs generativas devem ser fortemente fiscalizados por órgãos governamentais, ou elas são apenas mais um tipo de software comum, como milhares de outros existentes? Essa pergunta é livre, vocês respondem se assim desejarem ou não. Debatedor número 3.",4111,4141,MODERATOR
60,"Vamos começar. É... Antes de dizer se sim ou não, é preciso lembrar que, mais uma vez, é comum que nós pensamos em órgãos governamentais também como essa estrutura superior e neutra, mas isso também não existe. Corrija-me se eu estiver errado, mas órgãos governamentais são também uma instituição composta por pessoas, encabeçado por pessoas, e pessoas não são neutras. Então, é, até, até falando um pouco sobre a pergunta anterior, quatro, do debatedor 4... é, tudo bem, a IA será fiscalizada, mas por quem, por quais valores, quem vai decidir e o que é que essa pessoa ganha em cima disso? Sabe, acho que se a gente pensar, com parcialidade, alguém vai ganhar com isso. Eu creio que não, não devem ser fortemente fiscalizados, porque seria apenas adicionar mais uma camada de parcialidade e poder em cima dela. Então, no, no cenário perfeito, os órgãos governamentais prezariam apenas pelo bem-estar dos seus cidadões, cidadãos. Mas nem sempre isso acontece, infelizmente. Então, talvez, talvez se esse órgão tentasse ser mais plural possível, poderia ser uma forma de minimizar esse problema. Mas, ainda assim, é preciso que alguém que tem poder de não tornar este órgão plural queira ceder o seu poder. Sabe, como se essa pessoa, pessoa x, está encabeçada, pessoa x, você pode regulamentar sozinho ou pode reunir um monte de pessoas, inclusive pessoas que discordam de você para fazer. O que é que vai levar essa pessoa a juntar essas opiniões discordantes? Acho que isso poderia amenizar a problemática, mas ainda assim, tudo isso cai em pessoas, e pessoas são, é, baseadas e parciais. E isso é perigoso quando você coloca essa parcialidade no órgão, numa instituição tão poderosa. Principalmente na visão da sociedade, como é a inteligência artificial, inteligência artificial.",4142,4293,DEBATER3
61,Debatedor número 4.,4294,4295,MODERATOR
62,"Algumas coisas fundamentais de se notar é que... Uma organização tomando ação, ação sobre ele, alguma fiscalização, é, não vai mudar o fato de que a IA vai continuar se desenvolvendo. A gente já sabe que ela muito provavelmente vai trazer impactos extremamente negativos à sociedade se a gente não tomar alguma ação agora. Seguindo essa lógica, eu diria que é muito sensato, é, se realizar essa fiscalização pelo menos como um passo a mostrar à sociedade que isso é algo que deve ser controlado, pelo menos até a gente achar uma forma de garantir que a IA haja, é, iem prol do nosso bem.",4296,4334,DEBATER4
63,Alguém tem algo a comentar sobre as respostas dadas? Debatedor 2.,4337,4340,MODERATOR
64,"Assim, o órgão público fiscalizar isso, por meios de, tipo, na nossa sociedade sempre há pontos de reviravoltas, que, ahm, de modos manuais para eletricidade, de eletricidade na tomada e para baterias, baterias e para baterias portáteis, não é, e recarregáveis, e um ponto que eu quero dizer aqui é que teve um momento em que a radiação foi encontrada e, assim, estudar, pesquisado, Maria Curie, por exemplo, eu não vou conseguir explicar, mas faz tudo isso e ela, quando as pessoas descobriram a radiação, queriam, assim, descobrirem, descobriram que ela pode, podia ser usada para tratar câncer. Ela acabou sendo usada a, a radiação acabou sendo usada em várias coisas, tipo, por ser um material assim, volátil e ao mesmo tempo brilhoso... Foi usado assim para botar em relógios, em brinquedos, em tintura, em, assim, hotéis especializados em... um spa com radiação, e assim, isso foi um ponto em que certos órgãos conseguiram barrar para que isso não chegasse a nenhum ponto de ser ah, a maior tendência para que parasse aí, porque poderia, poderia e, e prejudicaria muito a sociedade. E assim, não que vá deixar a IA ivre e solta, mas pelo menos assim, tá, não pode ultrapassar certo ponto, ou não pode passar daqui, ou está tudo bem chegar até aqui, mas vamos tentar organizar isso aqui, ou, ou deixar mais democrático? Ah, as para, tipo, todo mundo poder ter acesso e tal, mas assim é importante ter pelo menos alguém que possa ser orientado pela população ou pessoas especializadas no, na questão social, ou tecnológica que elas possam se juntar. Um, um voto popular. Pra, tipo, determinar certas coisas, porque nem todo mundo quer fazer parte da assim.",4343,4526,DEBATER2
65,"Alguém tem algo para comentar sobre as respostas dadas? Tudo bem, então encerramos aqui a essa rodada de perguntas. E a, a última parte, certo, é, agora onde cada participante terá um momento para falar suas considerações finais sobre o tema, sua visão ou a opinião mudou depois dos debates? Começando pelo debatedo 1. Sim, mas isso é meio opcional, não é preciso, apenas se quiser.",4531,4561,MODERATOR
66,"É, mudou sim, mudou em relação a criar ou se em pensamento, é, mas se mudou-se sobre em relação às pessoas. O participante 3, aí, o debatedor 3, aí, ele falou muito bem sobre a verdade que a gente entende sobre a verdade, e isso realmente é o, o tema da IA, ele disse muito mais sobre a gente do que sobre a, falou muito mais sobre a humanidade assim, do que a inteligência artificial",4562,4598,DEBATER1
67,Debatedor número 2.,4599,4600,MODERATOR
68,"Ah, não. Eu poderia dizer sobre os cálculos que ela, ela usava e ela atrapalha um pouco?",4601,4606,DEBATER2
69,Só as suas considerações finais.,4607,4610,MODERATOR
70,"Assim... Um campo que eu vejo que ela trabalha bastante são em jogos, né? Poderia dar um exemplo que geralmente a academia usa bastante é o World Warcraft. Em World Warcraft há vários, assim, às vezes a infestação de bots para acabar com a economia, porque dentro do próprio jogo se pode minerar, assim, minerar com dinheiro e usar ele para vender, ou comprar certas coisas com dinheiro real. E isso, com esses bots, acaba desbalanceando, e quem tipo, quem antes se sustentava com esses meios, agora não pode mais. Ou, e as coisas vão inflando assim desproporcionalmente. Chega um ponto que, como o próprio dinheiro do jogo é gerenciado por uma IA, ela acaba não percebendo que em vez de serem jogadores agrupados, ela em, assim, em vez de ser identificado como bots, ninguém pensa que são um grupo de pessoas... Procurando coisas, mas acaba desvalorizando certos jogos, isso, isso ocorre em vários jogos. Acabam destruindo com uma IA para prever movimentos, IAs para para desenvolver uma melhor pontaria. Isso acaba destruindo o meio de consumo das pessoas de divertimento",4611,4728,DEBATER2
71,Debatedor número 3?,4731,4732,MODERATOR
72,"É, eu acho que foi um debate muito bom, muito produtivo e que deixou muito claro que... Veio para ficar e que vai afetar muito a sociedade. Acho que foi muito interessante, como todas as perguntas a gente acabou se desviando da IA e percebia que o problema estava na sociedade. O problema estava na, muito mais não na IA como a coisa, mas na relação dela com a sociedade. Então, isso mostra quão intrínseco ela já está na sociedade, e o quanto ela impacta isso. E... Ahm... Então, é muito importante que se haja mais debates, mais, mais conhecimento acerca disso. E que é importante também que se entenda qual a utilização a gente vai querer da IA. O debatedor 4 falou até um momento da IA como ser vivo. E parece muito nítido até essa tentativa de transformar ela num ser humano, de transformar essas ferramentas e esses códigos e esses conjuntos de bancos de dados e redes neurais em um ser humano, sendo que um ser humano muito potencializado. Se você potencializa a força, se você potencializa o conhecimento e você tenta transformar isso no ser humano, você potencializa também a sua natureza. E se a sua natureza, como a gente vê, refrigera na sociedade, traz o mal muitas vezes, se não todas, você potencializa isso também. Então a gente vê, às vezes, filmes de ficção científica, como o grande conhecido Exterminador do futuro, que você vê inteligências ganhando consciência e se tornando malignas. Eu não acredito que seja assim. Mas eu acho que isso é algo a se pensar no quão, além, e isso traz a, a discussão para o ser humano, né, será que é bom que a gente tem que reproduzir que há em nós? Será que não é melhor que a gente use isso apenas como uma ferramenta e realmente construa trabalho, pesquise para tornar uma ferramenta e não um ser? A gente sabe tão pouco da consciência humana e a gente quer trazer consciência a outra coisa? Sabe, acho que são essas minhas considerações.",4733,4884,DEBATER3
73,Debatedor número 4.,4885,4886,MODERATOR
74,"Eu não tenho muito a acrescentar, não, mas tudo que eu posso dizer é que depois dessa discussão, eu não acho que minha visão de tudo mudou muita coisa, mas, é, especialmente com base nas observações do debatedor 3, é, eu consegui aprofundar muito mais aquilo que eu já acreditava sobre IA.",4887,4905,DEBATER4
75,"Pois bem. Ah, utilizem este QR Code para acessar e responder a um questionário de autoavaliação e avaliação geral dos debates. Suas respostas são confidenciais e serão usadas para fim de avaliações e aprimoramento. Inclusive dá para responder no módulo anônimo associado se assim desejarem. Obrigado pela participação de vocês no experimento. Iremos fazer um sorteio de brinde no final de todos os experimentos, então fiquem atentos no e-mail que vocês cadastrado no formulário de inscrição.",4910,4879,MODERATOR
